วันที่,เวลา,ประเภทมูลฝอย,จุดกำเนิด_หมวดหมู่,น้ำหนัก_กก,ผู้บันทึก
2023-02-08,11:40:00,มูลฝอยรีไซเคิล,ขวดพลาสติก,11.0,นางสุดาวรรณ จุลสุข
2023-02-08,11:40:00,มูลฝอยรีไซเคิล,พลาสติกรวม,171.0,นางสุดาวรรณ จุลสุข
2023-02-08,11:40:00,มูลฝอยรีไซเคิล,เหล็ก,93.0,นางสุดาวรรณ จุลสุข
2023-02-08,11:40:00,มูลฝอยรีไซเคิล,ขวดแก้ว,19.0,นางสุดาวรรณ จุลสุข
2023-02-15,16:14:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ หน้าห้องซ่อมบำรุง,2310.0,นายเจต  ทองแก้ว
2023-02-15,16:14:00,มูลฝอยทั่วไป,จุดพัก ใต้บันได ATM,2132.0,นายเจต  ทองแก้ว
2023-02-15,16:14:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตปลางทอง,462.0,นายเจต  ทองแก้ว
2023-02-15,16:14:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตเก่า,420.0,นายเจต  ทองแก้ว
2023-02-15,16:14:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลต 48 ยูนิต,453.0,นายเจต  ทองแก้ว
2023-02-15,16:14:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตม่านฟ้า,321.0,นายเจต  ทองแก้ว
2023-02-15,16:14:00,มูลฝอยทั่วไป,หน่วยงานยานพาหนะ,350.0,นายเจต  ทองแก้ว
2023-02-15,16:14:00,มูลฝอยทั่วไป,จุดรับส่งพัสดุ เอกชน,421.0,นายเจต  ทองแก้ว
2023-02-15,16:14:00,มูลฝอยอินทรีย์,งานโภชนาการ,187.0,นายเจต  ทองแก้ว
2023-02-28,14:00:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,477.0,นางสุดาวรรณ  จุลสุข
2023-02-28,14:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,139.0,นางสุดาวรรณ  จุลสุข
2023-02-28,14:00:00,มูลฝอยติดเชื้อ,หน่วยงาน X-ray,18.0,นางสุดาวรรณ  จุลสุข
2023-02-28,14:00:00,มูลฝอยติดเชื้อ,หน่วยงาน เภสัช (ER),36.0,นางสุดาวรรณ  จุลสุข
2023-02-28,14:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,397.0,นางสุดาวรรณ  จุลสุข
2023-02-28,14:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,383.0,นางสุดาวรรณ  จุลสุข
2023-02-28,14:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OR ห้องผ่าตัด,156.0,นางสุดาวรรณ  จุลสุข
2023-02-28,14:00:00,มูลฝอยติดเชื้อ,หน่วยงานทันตกรรม,93.0,นางสุดาวรรณ  จุลสุข
2023-02-28,14:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),600.0,นางสุดาวรรณ  จุลสุข
2023-02-28,14:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),582.0,นางสุดาวรรณ  จุลสุข
2023-02-28,14:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),407.0,นางสุดาวรรณ  จุลสุข
2023-02-28,14:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),400.0,นางสุดาวรรณ  จุลสุข
2023-02-28,14:00:00,มูลฝอยติดเชื้อ,งานแพทย์ทางเลือก,66.0,นางสุดาวรรณ  จุลสุข
2023-02-28,14:00:00,มูลฝอยติดเชื้อ,งานบริหาร,132.0,นางสุดาวรรณ  จุลสุข
2023-02-28,14:00:00,มูลฝอยติดเชื้อ,งานยานพาหนะ,13.0,นางสุดาวรรณ  จุลสุข
2023-02-28,14:00:00,มูลฝอยติดเชื้อ,งานซักฟอก,171.0,นางสุดาวรรณ  จุลสุข
2023-02-28,14:00:00,มูลฝอยติดเชื้อ,งานบำบันน้ำเสีย,40.0,นางสุดาวรรณ  จุลสุข
2023-02-28,14:00:00,มูลฝอยติดเชื้อ,งานจ่ายกลาง,47.0,นางสุดาวรรณ  จุลสุข
2023-02-28,14:00:00,มูลฝอยติดเชื้อ,คลินิก NCD,184.0,นางสุดาวรรณ  จุลสุข
2023-02-28,14:00:00,มูลฝอยติดเชื้อ,คลินิก ANC,101.0,นางสุดาวรรณ  จุลสุข
2023-02-28,14:00:00,มูลฝอยติดเชื้อ,หน่วยงานอาชีวอนามัย,40.0,นางสุดาวรรณ  จุลสุข
2023-02-28,14:00:00,มูลฝอยติดเชื้อ,ห้องพักศพ (สันติสุข),4.0,นางสุดาวรรณ  จุลสุข
2023-02-28,14:30:00,มูลฝอยอันตราย,หน่วยงานซ่อมบำรุง,30.0,นายเจต  ทองแก้ว
2023-02-28,14:30:00,มูลฝอยอันตราย,หน่วยงาน OR ห้องผ่าตัด,10.0,นายเจต  ทองแก้ว
2023-02-28,14:30:00,มูลฝอยอันตราย,จุดพัก OPD อาคาร 3 ชั้น,50.0,นายเจต  ทองแก้ว
2023-02-28,14:30:00,มูลฝอยอันตราย,จุดพัก ATM,50.0,นายเจต  ทองแก้ว
2023-02-28,14:30:00,มูลฝอยอันตราย,หน่วยงานจ่ายกลาง,10.0,นายเจต  ทองแก้ว
2023-02-28,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ หน้าห้องซ่อมบำรุง,2108.0,นายเจต  ทองแก้ว
2023-02-28,16:30:00,มูลฝอยทั่วไป,จุดพัก ใต้บันได ATM,2021.0,นายเจต  ทองแก้ว
2023-02-28,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตปลางทอง,324.0,นายเจต  ทองแก้ว
2023-02-28,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตเก่า,350.0,นายเจต  ทองแก้ว
2023-02-28,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลต 48 ยูนิต,451.0,นายเจต  ทองแก้ว
2023-02-28,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตม่านฟ้า,312.0,นายเจต  ทองแก้ว
2023-02-28,16:30:00,มูลฝอยทั่วไป,หน่วยงานยานพาหนะ,350.0,นายเจต  ทองแก้ว
2023-02-28,16:30:00,มูลฝอยทั่วไป,จุดรับส่งพัสดุ เอกชน,482.0,นายเจต  ทองแก้ว
2023-02-28,16:30:00,มูลฝอยอินทรีย์,งานโภชนาการ,183.0,นายเจต  ทองแก้ว
2023-03-15,16:09:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ หน้าห้องซ่อมบำรุง,2459.0,นายเจต  ทองแก้ว
2023-03-15,16:09:00,มูลฝอยทั่วไป,จุดพัก ใต้บันได ATM,2340.0,นายเจต  ทองแก้ว
2023-03-15,16:09:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตปลางทอง,452.0,นายเจต  ทองแก้ว
2023-03-15,16:09:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตเก่า,463.0,นายเจต  ทองแก้ว
2023-03-15,16:09:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลต 48 ยูนิต,562.0,นายเจต  ทองแก้ว
2023-03-15,16:09:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตม่านฟ้า,472.0,นายเจต  ทองแก้ว
2023-03-15,16:09:00,มูลฝอยทั่วไป,หน่วยงานยานพาหนะ,451.0,นายเจต  ทองแก้ว
2023-03-15,16:09:00,มูลฝอยทั่วไป,จุดรับส่งพัสดุ เอกชน,524.0,นายเจต  ทองแก้ว
2023-03-15,16:09:00,มูลฝอยอินทรีย์,งานโภชนาการ,189.0,นายเจต  ทองแก้ว
2023-03-31,11:00:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,537.0,นางสุดาวรรณ  จุลสุข
2023-03-31,11:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,157.0,นางสุดาวรรณ  จุลสุข
2023-03-31,11:00:00,มูลฝอยติดเชื้อ,หน่วยงาน X-ray,20.0,นางสุดาวรรณ  จุลสุข
2023-03-31,11:00:00,มูลฝอยติดเชื้อ,หน่วยงาน เภสัช (ER),40.0,นางสุดาวรรณ  จุลสุข
